Fire_ID_1,Fire_ID_2,Reburn_ID,Polygon_ID,Reburn_Interval,Ecoregion,N_Rockies,FRG_max4,departure
CA4189812322019870830,CA4198012316420170811,CA4189812322019870830_CA4198012316420170811,1,30,Klamath Mountains,Pacific Northwest,Low,0.21590185226548858
CA4165612314419870830,CA4179612337420140814,CA4165612314419870830_CA4179612337420140814,1,27,Klamath Mountains,Pacific Northwest,Low,0.02707864296250281
CA4175812328419870830,CA4179612337420140814,CA4175812328419870830_CA4179612337420140814,1,27,Klamath Mountains,Pacific Northwest,Low,0.04470743722215567
CA4193012339419870830,CA4185812335420200908,CA4193012339419870830_CA4185812335420200908,1,33,Klamath Mountains,Pacific Northwest,Low,0.3722327633089613
CA4183412334819870830,CA4185812335420200908,CA4183412334819870830_CA4185812335420200908,1,33,Klamath Mountains,Pacific Northwest,Low,0.2854228113397409
CA4163812338919870830,CA4160912335520060723,CA4163812338919870830_CA4160912335520060723,1,19,Klamath Mountains,Pacific Northwest,Low,0.037050750394944765
CA4163812338919870830,CA4168112341420070710,CA4163812338919870830_CA4168112341420070710,1,20,Klamath Mountains,Pacific Northwest,Low,0.011880687563195167
CA4163812338919870830,CA4154112338120080722,CA4163812338919870830_CA4154112338120080722,1,21,Klamath Mountains,Pacific Northwest,Low,0.023883651117521658
CA4163812338919870830,CA4154112338120080722,CA4163812338919870830_CA4154112338120080722,2,21,Klamath Mountains,Pacific Northwest,Low,0.3828141518077385
CA4163812338919870830,CA4179612337420140814,CA4163812338919870830_CA4179612337420140814,1,27,Klamath Mountains,Pacific Northwest,Low,0.03458200876363932
CA4174812318019870901,CA4179612337420140814,CA4174812318019870901_CA4179612337420140814,1,27,Klamath Mountains,Pacific Northwest,Low,0.08554423796089036
CA3935312277119870901,CA3924012311020180727,CA3935312277119870901_CA3924012311020180727,1,31,Klamath Mountains,Pacific Northwest,Low,0.0782809675855076
CA3954212303919870831,CA3966012280920200817,CA3954212303919870831_CA3966012280920200817,1,33,Klamath Mountains,Pacific Northwest,Low,0.07309759407901055
CA4009212322519870831,CA3966012280920200817,CA4009212322519870831_CA3966012280920200817,1,33,Klamath Mountains,Pacific Northwest,Low,0.24647814861932202
CA4048312320019870830,CA4049212319820150803,CA4048312320019870830_CA4049212319820150803,1,28,Klamath Mountains,Pacific Northwest,Low,0.02032525635164259
CA4052712339819870830,CA4049512341220080620,CA4052712339819870830_CA4049512341220080620,1,21,Klamath Mountains,Pacific Northwest,Low,0.006227027027026935
CA4065812346619870830,CA4068012335620150731,CA4065812346619870830_CA4068012335620150731,1,28,Klamath Mountains,Pacific Northwest,Low,0.040705034570065086
CA4057812346719870830,CA4064212358620150731,CA4057812346719870830_CA4064212358620150731,1,28,Klamath Mountains,Pacific Northwest,Low,0.07809702828499807
CA4065412339719870830,CA4068012335620150731,CA4065412339719870830_CA4068012335620150731,1,28,Klamath Mountains,Pacific Northwest,Low,0.07436489607390295
CA4040412333919870830,CA3966012280920200817,CA4040412333919870830_CA3966012280920200817,1,33,Klamath Mountains,Pacific Northwest,Low,0.07867004141739518
CA4044812339819870830,CA4049512341220080620,CA4044812339819870830_CA4049512341220080620,1,21,Klamath Mountains,Pacific Northwest,Low,0.00886732474485554
CA4105412315719870830,CA4095112320220060902,CA4105412315719870830_CA4095112320220060902,1,19,Klamath Mountains,Pacific Northwest,Low,0.043798488881520464
OR4457412175119870901,OR4451112177120030819,OR4457412175119870901_OR4451112177120030819,1,16,Cascades,Pacific Northwest,Mixed,0.01746908954664678
CA4199712363419870830,CA4185812335420200908,CA4199712363419870830_CA4185812335420200908,1,33,Klamath Mountains,Pacific Northwest,Low,0.054833240929761565
CA4199712363419870830,CA4185812335420200908,CA4199712363419870830_CA4185812335420200908,2,33,Klamath Mountains,Pacific Northwest,Low,0.0720845221112696
OR4236212395219870830,OR4244112390420020713,OR4236212395219870830_OR4244112390420020713,1,15,Klamath Mountains,Pacific Northwest,Low,0.048265634727993834
OR4253012367719870831,OR4252812357120180715,OR4253012367719870831_OR4252812357120180715,1,31,Klamath Mountains,Pacific Northwest,Low,0.026451950183952
OR4493411861819870815,OR4492211866720090801,OR4493411861819870815_OR4492211866720090801,1,22,Blue Mountains,Pacific Northwest,Low,0.023210211066742665
OR4328212264819870830,OR4328712265220020816,OR4328212264819870830_OR4328712265220020816,1,15,Cascades,Pacific Northwest,Mixed,0.10031955576510046
MT4724011275119880625,MT4721611299020070715,MT4724011275119880625_MT4721611299020070715,1,19,Middle Rockies,Northern Rockies,High,0.12946815445377496
MT4724011275119880625,MT4726811348520170724,MT4724011275119880625_MT4726811348520170724,1,29,Middle Rockies,Northern Rockies,Low,0.062352509424939695
MT4781311293519880711,MT4775511289820010929,MT4781311293519880711_MT4775511289820010929,1,13,Canadian Rockies,Northern Rockies,High,0.059741771616044013
MT4781311293519880711,MT4780411300920130718,MT4781311293519880711_MT4780411300920130718,1,25,Canadian Rockies,Northern Rockies,High,0.12402460414094181
ID4557911514619880813,ID4551811500220000731,ID4557911514619880813_ID4551811500220000731,1,12,Idaho Batholith,Northern Rockies,Low,0.006898106402164051
ID4557911514619880813,ID4558311517420140803,ID4557911514619880813_ID4558311517420140803,1,26,Idaho Batholith,Northern Rockies,Low,0.00574512534818932
ID4557911514619880813,ID4560811517420150724,ID4557911514619880813_ID4560811517420150724,1,27,Idaho Batholith,Northern Rockies,Low,0.06516994388125154
ID4557911514619880813,ID4555111522320030809,ID4557911514619880813_ID4555111522320030809,1,15,Idaho Batholith,Northern Rockies,Low,0.03228630458381478
ID4612911474719880811,ID4610311477420070724,ID4612911474719880811_ID4610311477420070724,1,19,Idaho Batholith,Northern Rockies,Mixed,0.04639704975600604
ID4624611454319880814,ID4624611454720170813,ID4624611454319880814_ID4624611454720170813,1,29,Idaho Batholith,Northern Rockies,Mixed,0.00943357465096598
ID4527011497119880711,ID4537411488820070616,ID4527011497119880711_ID4537411488820070616,1,19,Idaho Batholith,Northern Rockies,Low,0.17033455912969916
ID4527011497119880711,ID4549011522720170729,ID4527011497119880711_ID4549011522720170729,1,29,Idaho Batholith,Northern Rockies,High,0.19383302983268766
ID4538711500819880625,ID4540111516420000731,ID4538711500819880625_ID4540111516420000731,1,12,Idaho Batholith,Northern Rockies,Low,0.055381471389645734
ID4538711500819880625,ID4537411488820070616,ID4538711500819880625_ID4537411488820070616,1,19,Idaho Batholith,Northern Rockies,Low,0.011939240230167274
ID4519911475819880824,ID4523011471220050806,ID4519911475819880824_ID4523011471220050806,1,17,Idaho Batholith,Northern Rockies,Low,0.0043294728866760356
ID4519911475819880824,ID4513411480420060707,ID4519911475819880824_ID4513411480420060707,1,18,Idaho Batholith,Northern Rockies,Low,0.003967333900095188
ID4519911475819880824,ID4529711473720070730,ID4519911475819880824_ID4529711473720070730,1,19,Idaho Batholith,Northern Rockies,Low,0.09684934546261377
ID4519911475819880824,ID4520011474120130708,ID4519911475819880824_ID4520011474120130708,1,25,Idaho Batholith,Northern Rockies,Low,0.03944927083875222
CA4018412304519880928,CA3966012280920200817,CA4018412304519880928_CA3966012280920200817,1,32,Klamath Mountains,Pacific Northwest,Low,0.197543859649123
ID4409211552419890726,ID4395011576220160718,ID4409211552419890726_ID4395011576220160718,1,27,Idaho Batholith,Northern Rockies,Low,0.032065834279228184
ID4409211552419890726,ID4395011576220160718,ID4409211552419890726_ID4395011576220160718,2,27,Idaho Batholith,Northern Rockies,Low,0.004912496162112524
ID4484911541919890726,ID4475011554820070717,ID4484911541919890726_ID4475011554820070717,1,18,Idaho Batholith,Northern Rockies,High,0.07719557052321024
ID4475711573919890726,ID4475011554820070717,ID4475711573919890726_ID4475011554820070717,1,18,Idaho Batholith,Northern Rockies,Low,0.20660297039069167
ID4462411561619890726,ID4475011554820070717,ID4462411561619890726_ID4475011554820070717,1,18,Idaho Batholith,Northern Rockies,High,0.3192602800953515
ID4518411570919890726,ID4510511570820070706,ID4518411570919890726_ID4510511570820070706,1,18,Idaho Batholith,Northern Rockies,High,0.07335259841773649
ID4538311615519890726,ID4520811624820150812,ID4538311615519890726_ID4520811624820150812,1,26,Idaho Batholith,Northern Rockies,Low,0.051889235616168435
ID4538311527919890728,ID4540111516420000731,ID4538311527919890728_ID4540111516420000731,1,11,Idaho Batholith,Northern Rockies,High,0.21338872024285035
OR4434811827719890728,OR4440811838320160731,OR4434811827719890728_OR4440811838320160731,1,27,Blue Mountains,Pacific Northwest,Low,0.004253509145044588
OR4459011778619890726,OR4458511775220150810,OR4459011778619890726_OR4458511775220150810,1,26,Blue Mountains,Pacific Northwest,Low,0.09315492364168697
ID4552311499419900707,ID4551811500220000731,ID4552311499419900707_ID4551811500220000731,1,10,Idaho Batholith,Northern Rockies,Low,0.0036317700931626055
MT4557410993319901005,MT4559210981020060822,MT4557410993319901005_MT4559210981020060822,1,16,Middle Rockies,Northern Rockies,Mixed,0.03203603187435046
CA3979312286719900809,CA3966012280920200817,CA3979312286719900809_CA3966012280920200817,1,30,Klamath Mountains,Pacific Northwest,Low,0.032502123060294937
MT4525511054919910716,MT4526911048420070808,MT4525511054919910716_MT4526911048420070808,1,16,Middle Rockies,Northern Rockies,High,0.038939321548017256
ID4610111549719910924,ID4610011544620150814,ID4610111549719910924_ID4610011544620150814,1,24,Idaho Batholith,Northern Rockies,Mixed,0
ID4546711572619920818,ID4554811559420070713,ID4546711572619920818_ID4554811559420070713,1,15,Idaho Batholith,Northern Rockies,Low,0.036208767628060363
ID4549611561419920820,ID4554811559420070713,ID4549611561419920820_ID4554811559420070713,1,15,Idaho Batholith,Northern Rockies,Low,0.026568383290343413
ID4479711558919940808,ID4475011554820070717,ID4479711558919940808_ID4475011554820070717,1,13,Idaho Batholith,Northern Rockies,Mixed,0.12065184746341484
ID4515511602719940802,ID4510511570820070706,ID4515511602719940802_ID4510511570820070706,1,13,Idaho Batholith,Northern Rockies,High,0.1462266500622665
ID4515511602719940802,ID4520811624820150812,ID4515511602719940802_ID4520811624820150812,1,21,Idaho Batholith,Northern Rockies,Mixed,0.1203856133433598
ID4521611552119940811,ID4510511570820070706,ID4521611552119940811_ID4510511570820070706,1,13,Idaho Batholith,Northern Rockies,Low,0.039060461070030486
ID4521611552119940811,ID4510511570820070706,ID4521611552119940811_ID4510511570820070706,2,13,Idaho Batholith,Northern Rockies,Low,0.03159706040509062
ID4521611552119940811,ID4510511570820070706,ID4521611552119940811_ID4510511570820070706,3,13,Idaho Batholith,Northern Rockies,High,0.07474568389234425
ID4521611552119940811,ID4524811543720200826,ID4521611552119940811_ID4524811543720200826,1,26,Idaho Batholith,Northern Rockies,Mixed,0.06755172124968581
CA4162312361019940722,CA4161412365820080621,CA4162312361019940722_CA4161412365820080621,1,14,Klamath Mountains,Pacific Northwest,Low,0.041637967427288994
CA4162312361019940722,CA4178612347520170812,CA4162312361019940722_CA4178612347520170812,1,23,Klamath Mountains,Pacific Northwest,Low,0.027330838790146597
CA4136312315119940919,CA4143512316220170626,CA4136312315119940919_CA4143512316220170626,1,23,Klamath Mountains,Pacific Northwest,Low,0.04073407611910876
WA4781512037419940724,WA4785112054920180728,WA4781512037419940724_WA4785112054920180728,1,24,North Cascades,Pacific Northwest,Low,0.06809581230678037
MT4871911410119940812,MT4865211410120010816,MT4871911410119940812_MT4865211410120010816,1,7,Canadian Rockies,Northern Rockies,High,0.0033719395982994313
MT4871911410119940812,MT4870811400920030716,MT4871911410119940812_MT4870811400920030716,1,9,Canadian Rockies,Northern Rockies,High,0.003306175463455026
OR4487312131019960810,OR4504212118420100818,OR4487312131019960810_OR4504212118420100818,1,14,Blue Mountains,Pacific Northwest,Low,0.0013205599174050087
ID4570711463219960704,MT4565711478020130716,ID4570711463219960704_MT4565711478020130716,1,17,Idaho Batholith,Northern Rockies,Low,0.034291377601585876
CA3920212274419960811,CA3924012311020180727,CA3920212274419960811_CA3924012311020180727,1,22,Klamath Mountains,Pacific Northwest,Low,0.1021228950776039
OR4431911871819960726,OR4428411896120150812,OR4431911871819960726_OR4428411896120150812,1,19,Blue Mountains,Pacific Northwest,Mixed,0.057233464210208536
ID4546611650219960814,ID4539911656820050806,ID4546611650219960814_ID4539911656820050806,1,9,Blue Mountains,Pacific Northwest,Low,9.312287563451015e-5
OR4335612252819960813,OR4334712249520080817,OR4335612252819960813_OR4334712249520080817,1,12,Cascades,Pacific Northwest,Mixed,0.06321964439156574
OR4335612252819960813,OR4330612262220170812,OR4335612252819960813_OR4330612262220170812,1,21,Cascades,Pacific Northwest,Mixed,0.01504575771676734
ID4537911512519990802,ID4540111516420000731,ID4537911512519990802_ID4540111516420000731,1,1,Idaho Batholith,Northern Rockies,Low,0.004109431576527489
CA4084112245519990823,CA4065012263020180723,CA4084112245519990823_CA4065012263020180723,1,19,Klamath Mountains,Pacific Northwest,Low,0.006842767295597349
CA4078612244619990823,CA4065012263020180723,CA4078612244619990823_CA4065012263020180723,1,19,Klamath Mountains,Pacific Northwest,Low,0.04689082438727976
CA4083812250819990908,CA4065012263020180723,CA4083812250819990908_CA4065012263020180723,1,19,Klamath Mountains,Pacific Northwest,Low,0.007811620629882167
MT4566410972219991216,MT4559210981020060822,MT4566410972219991216_MT4559210981020060822,1,7,Middle Rockies,Northern Rockies,High,4.8385145760235487e-4
MT4589911360920000731,MT4599511358020170714,MT4589911360920000731_MT4599511358020170714,1,17,Idaho Batholith,Northern Rockies,High,0.14042215644165842
ID4567911483420000730,MT4565711478020130716,ID4567911483420000730_MT4565711478020130716,1,13,Idaho Batholith,Northern Rockies,Low,0.046124919207943905
MT4783711353820000813,MT4784711358920150812,MT4783711353820000813_MT4784711358920150812,1,15,Canadian Rockies,Northern Rockies,Mixed,0.05025773195876265
MT4729411319620000713,MT4726811348520170724,MT4729411319620000713_MT4726811348520170724,1,17,Middle Rockies,Northern Rockies,Mixed,0.1170928235501838
MT4715911312120000728,MT4726811348520170724,MT4715911312120000728_MT4726811348520170724,1,17,Middle Rockies,Northern Rockies,High,0.3050939733939308
ID4537511565420000714,ID4510511570820070706,ID4537511565420000714_ID4510511570820070706,1,7,Idaho Batholith,Northern Rockies,Mixed,0.01674749434206242
ID4540111516420000731,ID4549311517620150809,ID4540111516420000731_ID4549311517620150809,1,15,Idaho Batholith,Northern Rockies,High,0.11704568662077595
ID4540111516420000731,ID4549011522720170729,ID4540111516420000731_ID4549011522720170729,1,17,Idaho Batholith,Northern Rockies,High,0.09553427339532986
ID4519911434120000710,ID4528611446020070713,ID4519911434120000710_ID4528611446020070713,1,7,Idaho Batholith,Northern Rockies,Low,3.115007033102897e-4
OR4447912051520000823,OR4447912049720170909,OR4447912051520000823_OR4447912049720170909,1,17,Blue Mountains,Pacific Northwest,Low,0.03716993993646391
ID4545011614520010805,ID4520811624820150812,ID4545011614520010805_ID4520811624820150812,1,14,Idaho Batholith,Northern Rockies,Low,0.011771000535045578
CA4162512353920010915,CA4162312355820160607,CA4162512353920010915_CA4162312355820160607,1,15,Klamath Mountains,Pacific Northwest,Low,0.012892451569806382
CA3939912270520010808,CA3924012311020180727,CA3939912270520010808_CA3924012311020180727,1,17,Klamath Mountains,Pacific Northwest,Low,0.010406598738476448
WA4822012015920010709,WA4821112010220140714,WA4822012015920010709_WA4821112010220140714,1,13,North Cascades,Pacific Northwest,Low,0.0020088725202979693
WA4816212046320010812,WA4811712037720170831,WA4816212046320010812_WA4811712037720170831,1,16,North Cascades,Pacific Northwest,Low,0.13298676425322323
WA4879411848120010813,WA4875611846220150811,WA4879411848120010813_WA4875611846220150811,1,14,Columbia Mountains/Northern Rockies,Northern Rockies,Mixed,0.03818445410951279
OR4428811829120020712,OR4440811838320160731,OR4428811829120020712_OR4440811838320160731,1,14,Blue Mountains,Pacific Northwest,Low,0.0355535950595501
OR4433311962820020713,OR4431411958420150629,OR4433311962820020713_OR4431411958420150629,1,13,Blue Mountains,Pacific Northwest,Low,2.807532826535498e-4
WA4889812049420020817,WA4885512041420170723,WA4889812049420020817_WA4885512041420170723,1,15,North Cascades,Pacific Northwest,Mixed,0.09129315466367417
WA4896412045520020817,WA4885512041420170723,WA4896412045520020817_WA4885512041420170723,1,15,North Cascades,Pacific Northwest,Mixed,0.34000548395941865
OR4277812272720020713,OR4282612280720180716,OR4277812272720020713_OR4282612280720180716,1,16,Cascades,Pacific Northwest,Low,0.020572338944712786
OR4244112390420020713,OR4210312387320150611,OR4244112390420020713_OR4210312387320150611,1,13,Klamath Mountains,Pacific Northwest,Low,0.029083553035202138
OR4244112390420020713,OR4236212410720150802,OR4244112390420020713_OR4236212410720150802,1,13,Klamath Mountains,Pacific Northwest,Low,0.023968416011292758
OR4244112390420020713,OR4229712395420170712,OR4244112390420020713_OR4229712395420170712,1,15,Klamath Mountains,Pacific Northwest,Low,0.0654612980918961
OR4244112390420020713,OR4237012386020180716,OR4244112390420020713_OR4237012386020180716,1,16,Klamath Mountains,Pacific Northwest,Low,0.011275736592406039
OR4244112390420020713,OR4237012386020180716,OR4244112390420020713_OR4237012386020180716,2,16,Klamath Mountains,Pacific Northwest,Low,0.062811015817908
OR4244112390420020713,OR4237012386020180716,OR4244112390420020713_OR4237012386020180716,3,16,Klamath Mountains,Pacific Northwest,Low,0.025215020703742506
MT4856111405520030723,MT4864311391620180811,MT4856111405520030723_MT4864311391620180811,1,15,Canadian Rockies,Northern Rockies,High,0.05540424721455115
MT4780811332820030806,MT4784711358920150812,MT4780811332820030806_MT4784711358920150812,1,12,Canadian Rockies,Northern Rockies,High,0.017966598460135576
ID4599911526820030715,ID4606811540520150815,ID4599911526820030715_ID4606811540520150815,1,12,Idaho Batholith,Northern Rockies,Mixed,0.01465387335855073
CA3950412282120030903,CA3924012311020180727,CA3950412282120030903_CA3924012311020180727,1,15,Klamath Mountains,Pacific Northwest,Low,0.015544362842397793
CA3963412282820030928,CA3966012280920200817,CA3963412282820030928_CA3966012280920200817,1,17,Klamath Mountains,Pacific Northwest,Low,0.006656594790093136
OR4451112177120030819,OR4472312167920200817,OR4451112177120030819_OR4472312167920200817,1,17,Cascades,Pacific Northwest,Mixed,0.04657228017883752
OR4399212254720030713,OR4400312257520170811,OR4399212254720030713_OR4400312257520170811,1,14,Cascades,Pacific Northwest,High,0.004587400650771024
CA4074012270320040814,CA4065012263020180723,CA4074012270320040814_CA4065012263020180723,1,14,Klamath Mountains,Pacific Northwest,Low,0.011982460862154034
CA4141412317720060723,CA4143512316220170626,CA4141412317720060723_CA4143512316220170626,1,11,Klamath Mountains,Pacific Northwest,Low,0.15064741697907533
ID4550511588320060816,ID4554811595020170801,ID4550511588320060816_ID4554811595020170801,1,11,Idaho Batholith,Northern Rockies,Low,0.01880558048462104
ID4495511537120060806,ID4475011554820070717,ID4495511537120060806_ID4475011554820070717,1,1,Idaho Batholith,Northern Rockies,High,0.10315374507227346
CA3966212292720060724,CA3966012280920200817,CA3966212292720060724_CA3966012280920200817,1,14,Klamath Mountains,Pacific Northwest,Low,0.0953608686033253
CA4095112320220060902,CA4119412345820200727,CA4095112320220060902_CA4119412345820200727,1,14,Klamath Mountains,Pacific Northwest,Low,0.045219667914475424
OR4427112168020060723,OR4425712174320170811,OR4427112168020060723_OR4425712174320170811,1,11,Eastern Cascades Slopes and Foothills,Pacific Northwest,Mixed,0.06785035951702605
OR4431412180120060805,OR4435412173920070830,OR4431412180120060805_OR4435412173920070830,1,1,Cascades,Pacific Northwest,Mixed,0.13034130287251752
WA4811112069920060706,WA4822612066620150629,WA4811112069920060706_WA4822612066620150629,1,9,North Cascades,Pacific Northwest,Mixed,0.05848603915296092
WA4897812059620060822,WA4885512041420170723,WA4897812059620060822_WA4885512041420170723,1,11,North Cascades,Pacific Northwest,Low,0.06472200715645861
OR4468212159620070712,OR4472312167920200817,OR4468212159620070712_OR4472312167920200817,1,13,Cascades,Pacific Northwest,Mixed,0.008928629280461437
ID4637411451920070718,ID4638111450920170710,ID4637411451920070718_ID4638111450920170710,1,10,Idaho Batholith,Northern Rockies,High,0.0964367816091953
MT4732811325720070716,MT4726811348520170724,MT4732811325720070716_MT4726811348520170724,1,10,Canadian Rockies,Northern Rockies,High,0.05707785619858648
MT4797011293420070628,MT4795711307120170816,MT4797011293420070628_MT4795711307120170816,1,10,Canadian Rockies,Northern Rockies,High,0.17638018501939726
