Fire_ID_1,Fire_ID_2,Reburn_ID,Polygon_ID,Reburn_Interval,Ecoregion,N_Rockies,FRG_max4,departure
OR4454311774919860802,OR4458511775220150810,OR4454311774919860802_OR4458511775220150810,1,29,Blue Mountains,Pacific Northwest,Low,0.4362771987566283
OR4558711675719860812,OR4561911679520010814,OR4558711675719860812_OR4561911679520010814,1,15,Blue Mountains,Pacific Northwest,Low,0.0012381345439536028
ID4535711661519860811,ID4539911656820050806,ID4535711661519860811_ID4539911656820050806,1,19,Blue Mountains,Pacific Northwest,Low,0.019678647407905182
OR4259412369419870830,OR4261412376020130726,OR4259412369419870830_OR4261412376020130726,1,26,Klamath Mountains,Pacific Northwest,Low,0.021937367668753347
OR4291712307519870715,OR4294312309320040820,OR4291712307519870715_OR4294312309320040820,1,17,Klamath Mountains,Pacific Northwest,Low,0.058075167524521645
OR4291712307519870715,OR4292412304820150730,OR4291712307519870715_OR4292412304820150730,1,28,Klamath Mountains,Pacific Northwest,Low,0.17987296219540477
OR4288312327419870830,OR4292012329520190725,OR4288312327419870830_OR4292012329520190725,1,32,Klamath Mountains,Pacific Northwest,Low,0.18361736334405143
CA4175612352619870830,CA4178612347520170812,CA4175612352619870830_CA4178612347520170812,1,30,Klamath Mountains,Pacific Northwest,Low,0.08246302552441115
ID4536811556319870912,ID4510511570820070706,ID4536811556319870912_ID4510511570820070706,1,20,Idaho Batholith,Northern Rockies,Mixed,0.06739741973033263
ID4448411541019870804,ID4451811531020060807,ID4448411541019870804_ID4451811531020060807,1,19,Idaho Batholith,Northern Rockies,High,0.046520364493171706
ID4448411541019870804,ID4475011554820070717,ID4448411541019870804_ID4475011554820070717,1,20,Idaho Batholith,Northern Rockies,High,0.08408174486803528
CA4141212331619870830,CA4142612330620060724,CA4141212331619870830_CA4142612330620060724,1,19,Klamath Mountains,Pacific Northwest,Low,0.021668780694051558
CA4141212331619870830,CA4134912330820080620,CA4141212331619870830_CA4134912330820080620,1,21,Klamath Mountains,Pacific Northwest,Low,0.019683788369581946
CA4141212331619870830,CA4130012313520130731,CA4141212331619870830_CA4130012313520130731,1,26,Klamath Mountains,Pacific Northwest,Low,0.08339266290912693
CA4119312328919870830,CA4119412345820200727,CA4119312328919870830_CA4119412345820200727,1,33,Klamath Mountains,Pacific Northwest,Low,0.06613007704287681
CA4189812322019870830,CA4198012316420170811,CA4189812322019870830_CA4198012316420170811,1,30,Klamath Mountains,Pacific Northwest,Low,0.2988112079021171
CA4165612314419870830,CA4179612337420140814,CA4165612314419870830_CA4179612337420140814,1,27,Klamath Mountains,Pacific Northwest,Low,0.05086117981079552
CA4175812328419870830,CA4179612337420140814,CA4175812328419870830_CA4179612337420140814,1,27,Klamath Mountains,Pacific Northwest,Low,0.07690811606391923
CA4193012339419870830,CA4185812335420200908,CA4193012339419870830_CA4185812335420200908,1,33,Klamath Mountains,Pacific Northwest,Low,0.38735831332846243
CA4183412334819870830,CA4185812335420200908,CA4183412334819870830_CA4185812335420200908,1,33,Klamath Mountains,Pacific Northwest,Low,0.36832645129948993
CA4163812338919870830,CA4160912335520060723,CA4163812338919870830_CA4160912335520060723,1,19,Klamath Mountains,Pacific Northwest,Low,0.062045108327691195
CA4163812338919870830,CA4168112341420070710,CA4163812338919870830_CA4168112341420070710,1,20,Klamath Mountains,Pacific Northwest,Low,0.027528621285756304
CA4163812338919870830,CA4154112338120080722,CA4163812338919870830_CA4154112338120080722,1,21,Klamath Mountains,Pacific Northwest,Low,0.05790180351321575
CA4163812338919870830,CA4154112338120080722,CA4163812338919870830_CA4154112338120080722,2,21,Klamath Mountains,Pacific Northwest,Low,0.3849662213183252
CA4163812338919870830,CA4179612337420140814,CA4163812338919870830_CA4179612337420140814,1,27,Klamath Mountains,Pacific Northwest,Low,0.0799365024813946
CA4174812318019870901,CA4179612337420140814,CA4174812318019870901_CA4179612337420140814,1,27,Klamath Mountains,Pacific Northwest,Low,0.16878816376809677
CA3935312277119870901,CA3924012311020180727,CA3935312277119870901_CA3924012311020180727,1,31,Klamath Mountains,Pacific Northwest,Low,0.113010607824415
CA3954212303919870831,CA3966012280920200817,CA3954212303919870831_CA3966012280920200817,1,33,Klamath Mountains,Pacific Northwest,Low,0.11309069110216662
CA4009212322519870831,CA3966012280920200817,CA4009212322519870831_CA3966012280920200817,1,33,Klamath Mountains,Pacific Northwest,Low,0.270582329317269
CA4048312320019870830,CA4049212319820150803,CA4048312320019870830_CA4049212319820150803,1,28,Klamath Mountains,Pacific Northwest,Low,0.04373761783467218
CA4052712339819870830,CA4049512341220080620,CA4052712339819870830_CA4049512341220080620,1,21,Klamath Mountains,Pacific Northwest,Low,0.01835135135135121
CA4065812346619870830,CA4068012335620150731,CA4065812346619870830_CA4068012335620150731,1,28,Klamath Mountains,Pacific Northwest,Low,0.03236820919967791
CA4057812346719870830,CA4064212358620150731,CA4057812346719870830_CA4064212358620150731,1,28,Klamath Mountains,Pacific Northwest,Low,0.1141437778118768
CA4065412339719870830,CA4068012335620150731,CA4065412339719870830_CA4068012335620150731,1,28,Klamath Mountains,Pacific Northwest,Low,0.11851774091958854
CA4040412333919870830,CA3966012280920200817,CA4040412333919870830_CA3966012280920200817,1,33,Klamath Mountains,Pacific Northwest,Low,0.12089365995256468
CA4044812339819870830,CA4049512341220080620,CA4044812339819870830_CA4049512341220080620,1,21,Klamath Mountains,Pacific Northwest,Low,0.016061569349171818
CA4105412315719870830,CA4095112320220060902,CA4105412315719870830_CA4095112320220060902,1,19,Klamath Mountains,Pacific Northwest,Low,0.07476997043463844
OR4457412175119870901,OR4451112177120030819,OR4457412175119870901_OR4451112177120030819,1,16,Cascades,Pacific Northwest,Mixed,0.06358186586736624
CA4199712363419870830,CA4185812335420200908,CA4199712363419870830_CA4185812335420200908,1,33,Klamath Mountains,Pacific Northwest,Low,0.08565749475962062
CA4199712363419870830,CA4185812335420200908,CA4199712363419870830_CA4185812335420200908,2,33,Klamath Mountains,Pacific Northwest,Low,0.09727175463623408
OR4236212395219870830,OR4244112390420020713,OR4236212395219870830_OR4244112390420020713,1,15,Klamath Mountains,Pacific Northwest,Low,0.07042062111360016
OR4253012367719870831,OR4252812357120180715,OR4253012367719870831_OR4252812357120180715,1,31,Klamath Mountains,Pacific Northwest,Low,0.04747844393523089
OR4493411861819870815,OR4492211866720090801,OR4493411861819870815_OR4492211866720090801,1,22,Blue Mountains,Pacific Northwest,Low,0.0355580908918044
OR4328212264819870830,OR4328712265220020816,OR4328212264819870830_OR4328712265220020816,1,15,Cascades,Pacific Northwest,Mixed,0.16591455063873745
MT4724011275119880625,MT4721611299020070715,MT4724011275119880625_MT4721611299020070715,1,19,Middle Rockies,Northern Rockies,High,0.17328177401799874
MT4724011275119880625,MT4726811348520170724,MT4724011275119880625_MT4726811348520170724,1,29,Middle Rockies,Northern Rockies,Low,0.08019797770199584
MT4781311293519880711,MT4775511289820010929,MT4781311293519880711_MT4775511289820010929,1,13,Canadian Rockies,Northern Rockies,High,0.08466504391999156
MT4781311293519880711,MT4780411300920130718,MT4781311293519880711_MT4780411300920130718,1,25,Canadian Rockies,Northern Rockies,High,0.16572701679810575
ID4557911514619880813,ID4551811500220000731,ID4557911514619880813_ID4551811500220000731,1,12,Idaho Batholith,Northern Rockies,Low,0.01613503155996403
ID4557911514619880813,ID4558311517420140803,ID4557911514619880813_ID4558311517420140803,1,26,Idaho Batholith,Northern Rockies,Low,0.02614322191272069
ID4557911514619880813,ID4560811517420150724,ID4557911514619880813_ID4560811517420150724,1,27,Idaho Batholith,Northern Rockies,Low,0.07975978538202154
ID4557911514619880813,ID4555111522320030809,ID4557911514619880813_ID4555111522320030809,1,15,Idaho Batholith,Northern Rockies,Low,0.0445950204853449
ID4612911474719880811,ID4610311477420070724,ID4612911474719880811_ID4610311477420070724,1,19,Idaho Batholith,Northern Rockies,Mixed,0.09188144607368168
ID4624611454319880814,ID4624611454720170813,ID4624611454319880814_ID4624611454720170813,1,29,Idaho Batholith,Northern Rockies,Mixed,0.01564466447409581
ID4527011497119880711,ID4537411488820070616,ID4527011497119880711_ID4537411488820070616,1,19,Idaho Batholith,Northern Rockies,Low,0.22466887531252794
ID4527011497119880711,ID4549011522720170729,ID4527011497119880711_ID4549011522720170729,1,29,Idaho Batholith,Northern Rockies,High,0.25790272906151085
ID4538711500819880625,ID4540111516420000731,ID4538711500819880625_ID4540111516420000731,1,12,Idaho Batholith,Northern Rockies,Low,0.06646555079797578
ID4538711500819880625,ID4537411488820070616,ID4538711500819880625_ID4537411488820070616,1,19,Idaho Batholith,Northern Rockies,Low,0.024927244889610855
ID4519911475819880824,ID4523011471220050806,ID4519911475819880824_ID4523011471220050806,1,17,Idaho Batholith,Northern Rockies,Low,0.015071977486740938
ID4519911475819880824,ID4513411480420060707,ID4519911475819880824_ID4513411480420060707,1,18,Idaho Batholith,Northern Rockies,Low,0.02326159812828018
ID4519911475819880824,ID4529711473720070730,ID4519911475819880824_ID4529711473720070730,1,19,Idaho Batholith,Northern Rockies,Low,0.15146808667997905
ID4519911475819880824,ID4520011474120130708,ID4519911475819880824_ID4520011474120130708,1,25,Idaho Batholith,Northern Rockies,Low,0.0887374499297717
CA4018412304519880928,CA3966012280920200817,CA4018412304519880928_CA3966012280920200817,1,32,Klamath Mountains,Pacific Northwest,Low,0.16443994601889333
ID4409211552419890726,ID4395011576220160718,ID4409211552419890726_ID4395011576220160718,1,27,Idaho Batholith,Northern Rockies,Low,0.05578887627695803
ID4409211552419890726,ID4395011576220160718,ID4409211552419890726_ID4395011576220160718,2,27,Idaho Batholith,Northern Rockies,Low,0.029398219220141356
ID4484911541919890726,ID4475011554820070717,ID4484911541919890726_ID4475011554820070717,1,18,Idaho Batholith,Northern Rockies,High,0.10750507099391476
ID4475711573919890726,ID4475011554820070717,ID4475711573919890726_ID4475011554820070717,1,18,Idaho Batholith,Northern Rockies,Low,0.32345568063570157
ID4462411561619890726,ID4475011554820070717,ID4462411561619890726_ID4475011554820070717,1,18,Idaho Batholith,Northern Rockies,High,0.38407465597572865
ID4518411570919890726,ID4510511570820070706,ID4518411570919890726_ID4510511570820070706,1,18,Idaho Batholith,Northern Rockies,High,0.08968415638556333
ID4538311615519890726,ID4520811624820150812,ID4538311615519890726_ID4520811624820150812,1,26,Idaho Batholith,Northern Rockies,Low,0.0814500905343454
ID4538311527919890728,ID4540111516420000731,ID4538311527919890728_ID4540111516420000731,1,11,Idaho Batholith,Northern Rockies,High,0.28587633807317475
OR4434811827719890728,OR4440811838320160731,OR4434811827719890728_OR4440811838320160731,1,27,Blue Mountains,Pacific Northwest,Low,0.014809945477746377
OR4459011778619890726,OR4458511775220150810,OR4459011778619890726_OR4458511775220150810,1,26,Blue Mountains,Pacific Northwest,Low,0.14214346712211778
ID4552311499419900707,ID4551811500220000731,ID4552311499419900707_ID4551811500220000731,1,10,Idaho Batholith,Northern Rockies,Low,0.00805305542396963
MT4557410993319901005,MT4559210981020060822,MT4557410993319901005_MT4559210981020060822,1,16,Middle Rockies,Northern Rockies,Mixed,0.09211645266616966
CA3979312286719900809,CA3966012280920200817,CA3979312286719900809_CA3966012280920200817,1,30,Klamath Mountains,Pacific Northwest,Low,0.05564734038446685
MT4525511054919910716,MT4526911048420070808,MT4525511054919910716_MT4526911048420070808,1,16,Middle Rockies,Northern Rockies,High,0.05060678451982808
ID4610111549719910924,ID4610011544620150814,ID4610111549719910924_ID4610011544620150814,1,24,Idaho Batholith,Northern Rockies,Mixed,0
ID4546711572619920818,ID4554811559420070713,ID4546711572619920818_ID4554811559420070713,1,15,Idaho Batholith,Northern Rockies,Low,0.05264841193692035
ID4549611561419920820,ID4554811559420070713,ID4549611561419920820_ID4554811559420070713,1,15,Idaho Batholith,Northern Rockies,Low,0.04326177682671409
ID4479711558919940808,ID4475011554820070717,ID4479711558919940808_ID4475011554820070717,1,13,Idaho Batholith,Northern Rockies,Mixed,0.19109243282605753
ID4515511602719940802,ID4510511570820070706,ID4515511602719940802_ID4510511570820070706,1,13,Idaho Batholith,Northern Rockies,High,0.17871443624868283
ID4515511602719940802,ID4520811624820150812,ID4515511602719940802_ID4520811624820150812,1,21,Idaho Batholith,Northern Rockies,Mixed,0.17526332706301434
ID4521611552119940811,ID4510511570820070706,ID4521611552119940811_ID4510511570820070706,1,13,Idaho Batholith,Northern Rockies,Low,0.06211396259243173
ID4521611552119940811,ID4510511570820070706,ID4521611552119940811_ID4510511570820070706,2,13,Idaho Batholith,Northern Rockies,Low,0.048653880623767645
ID4521611552119940811,ID4510511570820070706,ID4521611552119940811_ID4510511570820070706,3,13,Idaho Batholith,Northern Rockies,High,0.10899907638848527
ID4521611552119940811,ID4524811543720200826,ID4521611552119940811_ID4524811543720200826,1,26,Idaho Batholith,Northern Rockies,Mixed,0.1159854259150682
CA4162312361019940722,CA4161412365820080621,CA4162312361019940722_CA4161412365820080621,1,14,Klamath Mountains,Pacific Northwest,Low,0.07225913006124966
CA4162312361019940722,CA4178612347520170812,CA4162312361019940722_CA4178612347520170812,1,23,Klamath Mountains,Pacific Northwest,Low,0.0440390811765929
CA4136312315119940919,CA4143512316220170626,CA4136312315119940919_CA4143512316220170626,1,23,Klamath Mountains,Pacific Northwest,Low,0.0914787791143538
WA4781512037419940724,WA4785112054920180728,WA4781512037419940724_WA4785112054920180728,1,24,North Cascades,Pacific Northwest,Low,0.1242754151973213
MT4871911410119940812,MT4865211410120010816,MT4871911410119940812_MT4865211410120010816,1,7,Canadian Rockies,Northern Rockies,High,0.007843424717783385
MT4871911410119940812,MT4870811400920030716,MT4871911410119940812_MT4870811400920030716,1,9,Canadian Rockies,Northern Rockies,High,0.008716664136430245
OR4487312131019960810,OR4504212118420100818,OR4487312131019960810_OR4504212118420100818,1,14,Blue Mountains,Pacific Northwest,Low,0.005834473816898429
ID4570711463219960704,MT4565711478020130716,ID4570711463219960704_MT4565711478020130716,1,17,Idaho Batholith,Northern Rockies,Low,0.08140580925516508
CA3920212274419960811,CA3924012311020180727,CA3920212274419960811_CA3924012311020180727,1,22,Klamath Mountains,Pacific Northwest,Low,0.15957227531634433
OR4431911871819960726,OR4428411896120150812,OR4431911871819960726_OR4428411896120150812,1,19,Blue Mountains,Pacific Northwest,Mixed,0.08258291076528525
ID4546611650219960814,ID4539911656820050806,ID4546611650219960814_ID4539911656820050806,1,9,Blue Mountains,Pacific Northwest,Low,0.002048703263956559
OR4335612252819960813,OR4334712249520080817,OR4335612252819960813_OR4334712249520080817,1,12,Cascades,Pacific Northwest,Mixed,0.1134195915129884
OR4335612252819960813,OR4330612262220170812,OR4335612252819960813_OR4330612262220170812,1,21,Cascades,Pacific Northwest,Mixed,0.0275063336952586
ID4537911512519990802,ID4540111516420000731,ID4537911512519990802_ID4540111516420000731,1,1,Idaho Batholith,Northern Rockies,Low,0.009540778205644106
CA4084112245519990823,CA4065012263020180723,CA4084112245519990823_CA4065012263020180723,1,19,Klamath Mountains,Pacific Northwest,Low,0.04603773584905681
CA4078612244619990823,CA4065012263020180723,CA4078612244619990823_CA4065012263020180723,1,19,Klamath Mountains,Pacific Northwest,Low,0.08645601242319892
CA4083812250819990908,CA4065012263020180723,CA4083812250819990908_CA4065012263020180723,1,19,Klamath Mountains,Pacific Northwest,Low,0.02851691767407319
MT4566410972219991216,MT4559210981020060822,MT4566410972219991216_MT4559210981020060822,1,7,Middle Rockies,Northern Rockies,High,0.004838514576024883
MT4589911360920000731,MT4599511358020170714,MT4589911360920000731_MT4599511358020170714,1,17,Idaho Batholith,Northern Rockies,High,0.2162145220268153
ID4567911483420000730,MT4565711478020130716,ID4567911483420000730_MT4565711478020130716,1,13,Idaho Batholith,Northern Rockies,Low,0.10243698219636879
MT4783711353820000813,MT4784711358920150812,MT4783711353820000813_MT4784711358920150812,1,15,Canadian Rockies,Northern Rockies,Mixed,0.06790776877761423
MT4729411319620000713,MT4726811348520170724,MT4729411319620000713_MT4726811348520170724,1,17,Middle Rockies,Northern Rockies,Mixed,0.13735710259040554
MT4715911312120000728,MT4726811348520170724,MT4715911312120000728_MT4726811348520170724,1,17,Middle Rockies,Northern Rockies,High,0.4022257390386915
ID4537511565420000714,ID4510511570820070706,ID4537511565420000714_ID4510511570820070706,1,7,Idaho Batholith,Northern Rockies,Mixed,0.022286884362538936
ID4540111516420000731,ID4549311517620150809,ID4540111516420000731_ID4549311517620150809,1,15,Idaho Batholith,Northern Rockies,High,0.1731971023894477
ID4540111516420000731,ID4549011522720170729,ID4540111516420000731_ID4549011522720170729,1,17,Idaho Batholith,Northern Rockies,High,0.13411454238186996
ID4519911434120000710,ID4528611446020070713,ID4519911434120000710_ID4528611446020070713,1,7,Idaho Batholith,Northern Rockies,Low,0.0013719010141621157
OR4447912051520000823,OR4447912049720170909,OR4447912051520000823_OR4447912049720170909,1,17,Blue Mountains,Pacific Northwest,Low,0.05163599182004096
ID4545011614520010805,ID4520811624820150812,ID4545011614520010805_ID4520811624820150812,1,14,Idaho Batholith,Northern Rockies,Low,0.01334046727305152
CA4162512353920010915,CA4162312355820160607,CA4162512353920010915_CA4162312355820160607,1,15,Klamath Mountains,Pacific Northwest,Low,0.030828323313293222
CA3939912270520010808,CA3924012311020180727,CA3939912270520010808_CA3924012311020180727,1,17,Klamath Mountains,Pacific Northwest,Low,0.017176128093158688
WA4822012015920010709,WA4821112010220140714,WA4822012015920010709_WA4821112010220140714,1,13,North Cascades,Pacific Northwest,Low,0.01063468917543715
WA4816212046320010812,WA4811712037720170831,WA4816212046320010812_WA4811712037720170831,1,16,North Cascades,Pacific Northwest,Low,0.2211119022227473
WA4879411848120010813,WA4875611846220150811,WA4879411848120010813_WA4875611846220150811,1,14,Columbia Mountains/Northern Rockies,Northern Rockies,Mixed,0.09877487294683668
OR4428811829120020712,OR4440811838320160731,OR4428811829120020712_OR4440811838320160731,1,14,Blue Mountains,Pacific Northwest,Low,0.040594482711818404
OR4433311962820020713,OR4431411958420150629,OR4433311962820020713_OR4431411958420150629,1,13,Blue Mountains,Pacific Northwest,Low,7.630730246488114e-4
WA4889812049420020817,WA4885512041420170723,WA4889812049420020817_WA4885512041420170723,1,15,North Cascades,Pacific Northwest,Mixed,0.16968941844346155
WA4896412045520020817,WA4885512041420170723,WA4896412045520020817_WA4885512041420170723,1,15,North Cascades,Pacific Northwest,Mixed,0.420711086737958
OR4277812272720020713,OR4282612280720180716,OR4277812272720020713_OR4282612280720180716,1,16,Cascades,Pacific Northwest,Low,0.04037583191961379
OR4244112390420020713,OR4210312387320150611,OR4244112390420020713_OR4210312387320150611,1,13,Klamath Mountains,Pacific Northwest,Low,0.04385682963507156
OR4244112390420020713,OR4236212410720150802,OR4244112390420020713_OR4236212410720150802,1,13,Klamath Mountains,Pacific Northwest,Low,0.039773013712441865
OR4244112390420020713,OR4229712395420170712,OR4244112390420020713_OR4229712395420170712,1,15,Klamath Mountains,Pacific Northwest,Low,0.09904470236488579
OR4244112390420020713,OR4237012386020180716,OR4244112390420020713_OR4237012386020180716,1,16,Klamath Mountains,Pacific Northwest,Low,0.022453414400720514
OR4244112390420020713,OR4237012386020180716,OR4244112390420020713_OR4237012386020180716,2,16,Klamath Mountains,Pacific Northwest,Low,0.09832316728434877
OR4244112390420020713,OR4237012386020180716,OR4244112390420020713_OR4237012386020180716,3,16,Klamath Mountains,Pacific Northwest,Low,0.02752654589389285
MT4856111405520030723,MT4864311391620180811,MT4856111405520030723_MT4864311391620180811,1,15,Canadian Rockies,Northern Rockies,High,0.11021535363978942
MT4780811332820030806,MT4784711358920150812,MT4780811332820030806_MT4784711358920150812,1,12,Canadian Rockies,Northern Rockies,High,0.039353101632772544
ID4599911526820030715,ID4606811540520150815,ID4599911526820030715_ID4606811540520150815,1,12,Idaho Batholith,Northern Rockies,Mixed,0.026293938555217305
CA3950412282120030903,CA3924012311020180727,CA3950412282120030903_CA3924012311020180727,1,15,Klamath Mountains,Pacific Northwest,Low,0.03893410083366423
CA3963412282820030928,CA3966012280920200817,CA3963412282820030928_CA3966012280920200817,1,17,Klamath Mountains,Pacific Northwest,Low,0.014861740603396761
OR4451112177120030819,OR4472312167920200817,OR4451112177120030819_OR4472312167920200817,1,17,Cascades,Pacific Northwest,Mixed,0.10745156482861398
OR4399212254720030713,OR4400312257520170811,OR4399212254720030713_OR4400312257520170811,1,14,Cascades,Pacific Northwest,High,0.012255294180402289
CA4074012270320040814,CA4065012263020180723,CA4074012270320040814_CA4065012263020180723,1,14,Klamath Mountains,Pacific Northwest,Low,0.04399487631892424
CA4141412317720060723,CA4143512316220170626,CA4141412317720060723_CA4143512316220170626,1,11,Klamath Mountains,Pacific Northwest,Low,0.19026348674589874
ID4550511588320060816,ID4554811595020170801,ID4550511588320060816_ID4554811595020170801,1,11,Idaho Batholith,Northern Rockies,Low,0.030258219792771497
ID4495511537120060806,ID4475011554820070717,ID4495511537120060806_ID4475011554820070717,1,1,Idaho Batholith,Northern Rockies,High,0.11026161748894986
CA3966212292720060724,CA3966012280920200817,CA3966212292720060724_CA3966012280920200817,1,14,Klamath Mountains,Pacific Northwest,Low,0.13996102857337334
CA4095112320220060902,CA4119412345820200727,CA4095112320220060902_CA4119412345820200727,1,14,Klamath Mountains,Pacific Northwest,Low,0.05942631421812913
OR4427112168020060723,OR4425712174320170811,OR4427112168020060723_OR4425712174320170811,1,11,Eastern Cascades Slopes and Foothills,Pacific Northwest,Mixed,0.10323010323010333
OR4431412180120060805,OR4435412173920070830,OR4431412180120060805_OR4435412173920070830,1,1,Cascades,Pacific Northwest,Mixed,0.14937570942111236
WA4811112069920060706,WA4822612066620150629,WA4811112069920060706_WA4822612066620150629,1,9,North Cascades,Pacific Northwest,Mixed,0.1015173845244431
WA4897812059620060822,WA4885512041420170723,WA4897812059620060822_WA4885512041420170723,1,11,North Cascades,Pacific Northwest,Low,0.16886731256146817
OR4468212159620070712,OR4472312167920200817,OR4468212159620070712_OR4472312167920200817,1,13,Cascades,Pacific Northwest,Mixed,0.05386158209561838
ID4637411451920070718,ID4638111450920170710,ID4637411451920070718_ID4638111450920170710,1,10,Idaho Batholith,Northern Rockies,High,0.12029775588396284
MT4732811325720070716,MT4726811348520170724,MT4732811325720070716_MT4726811348520170724,1,10,Canadian Rockies,Northern Rockies,High,0.08949521901838446
