Fire_ID,Ig_Day,Order,Reburn_Polygon_ID,Year,erc_max_max,erc_max_mean,erc_mean_max,erc_mean_mean,vpd_max_max,vpd_max_mean,vpd_mean_max,vpd_mean_mean,FRG_max4
ID4631911465120120808,221,Second,ID4624611454319880814_ID4631911465120120808_1,2012,72.03966522,71.27809173,61.74452972,60.91401191,2.209263563,2.172520509,1.443705797,1.417161353,Mixed
ID4639911493920120808,221,Second,ID4640811494519940802_ID4639911493920120808_1,2012,73.974777220000007,72.18713473,63.20853424,61.37213933,2.324864388,2.016753279,1.654818416,1.40771309,High
ID4569811508120120809,222,Second,ID4565911500219880824_ID4569811508120120809_1,2012,64.67119598,63.72470035,56.36219406,55.17818331,2.410625219,2.023147005,1.524160028,1.2556721,Mixed
ID4569811508120120809,222,Second,ID4570211495320050808_ID4569811508120120809_1,2012,65.23308563,62.58721762,56.40132904,53.82618222,2.275446892,1.97269762,1.452662468,1.242540726,High
CA3986612313320120818,231,First,CA3986612313320120818_CA3966012280920200817_1,2012,95.84185028,93.74876021,91.12265778,88.79414067,4.045196533,3.617150404,2.787499428,2.435278062,Low
CA3986612313320120818,231,First,CA3986612313320120818_CA3966012280920200817_2,2012,95.46681976,93.98120934,91.43228912,89.76643043,4.308895111,3.575712855,3.033293009,2.483582711,Low
CA4130012313520130731,212,Second,CA4141212331619870830_CA4130012313520130731_1,2013,89.90639496,88.30719203,82.22890472,80.65394589,4.258759975,3.716916434,2.850619555,2.456592952,Low
ID4520011474120130708,189,Second,ID4519911475819880824_ID4520011474120130708_1,2013,76.53510284,70.48240139,57.700111389999996,51.0962377,3.013666391,2.531906591,2.041361094,1.701641192,Low
MT4565711478020130716,197,Second,ID4570711463219960704_MT4565711478020130716_1,2013,71.7664566,69.06450221,56.33177567,53.26275054,2.224692106,2.068658758,1.633054495,1.514194556,Low
MT4565711478020130716,197,Second,ID4567911483420000730_MT4565711478020130716_1,2013,73.22258759,72.30037326,58.10159683,57.18319228,2.284566164,2.145178229,1.679162264,1.56998478,Low
CA4103512348820130810,222,Second,CA4104812343519990823_CA4103512348820130810_1,2013,89.34879303,86.65809559,78.75455475,76.48883268,4.412325382,3.737076142,2.398845911,1.992406102,Low
MT4780411300920130718,199,Second,MT4781311293519880711_MT4780411300920130718_1,2013,65.94802094,64.92414446,51.27485275,50.87184511,1.767227888,1.607199026,1.292789102,1.17201956,High
OR4261412376020130726,207,Second,OR4259412369419870830_OR4261412376020130726_1,2013,75.60250854,73.57491477,68.21565247,66.56236231,3.105345964,2.68143729,2.195869207,1.861765612,Low
MT4767511333320130811,223,Second,MT4767311333220000726_MT4767511333320130811_1,2013,68.71731567,66.62858329,52.48125839,50.40649461,1.984434485,1.803191124,1.376569152,1.23336383,Low
OR4519612218020140914,257,First,OR4519612218020140914_OR4504912206220200908_1,2014,54.50079346,51.86637015,37.46493912,34.22703639,2.312048197,1.985493759,0.984189212,0.823945819,High
ID4558311517420140803,215,Second,ID4557911514619880813_ID4558311517420140803_1,2014,68.29832458,64.65596311,55.62784576,52.38264953,2.623067379,2.355430661,1.865822554,1.670258957,Low
OR4245612363620140913,256,First,OR4245612363620140913_OR4252812357120180715_1,2014,89.37327576,88.18600485,67.84211731,67.00445763,2.827520609,2.728721146,1.676596761,1.565171171,Low
CA4179612337420140814,226,Second,CA4165612314419870830_CA4179612337420140814_1,2014,82.9067688,81.75399452,76.48020172,75.0985166,2.962935209,2.69945191,2.177771091,1.97526061,Low
CA4179612337420140814,226,Second,CA4175812328419870830_CA4179612337420140814_1,2014,82.80781555,80.40284424,75.07978821,72.58552523,3.104649544,2.875399965,2.295680285,2.114097369,Low
CA4179612337420140814,226,Second,CA4163812338919870830_CA4179612337420140814_1,2014,83.2246933,81.92067491,75.9119873,74.264888439999993,3.112588882,2.961786579,2.326225042,2.193771496,Low
CA4179612337420140814,226,Second,CA4174812318019870901_CA4179612337420140814_1,2014,81.84658051,77.70856897,75.13975525,70.07368826,2.96943903,2.467813394,2.25153327,1.764303216,Low
WA4821112010220140714,195,Second,WA4822012015920010709_WA4821112010220140714_1,2014,76.79329681,75.20312158,64.93938446,63.73746676,3.365242243,3.226332764,2.050022364,1.939648258,Low
CA4090112136820140731,212,Second,CA4091712133820080622_CA4090112136820140731_1,2014,92.70626831,91.82038783,80.96405029,79.61803664,3.269615173,3.171744087,2.241259813,2.170668426,Low
OR4210312387320150611,162,Second,OR4244112390420020713_OR4210312387320150611_1,2015,69.82061005,68.51576653,54.87601471,53.87974143,2.687832594,2.507406817,1.549333453,1.476373363,Low
ID4520811624820150812,224,Second,ID4540311601419850717_ID4520811624820150812_1,2015,86.98136902,86.30664995,77.54406738,75.47364637,3.565371275,3.222285871,2.394150257,2.161260862,Low
ID4520811624820150812,224,Second,ID4540311601419850717_ID4520811624820150812_2,2015,87.11882782,85.6768455,76.47310638,74.32262227,3.394842625,3.176554991,2.279033899,2.110775275,Low
ID4520811624820150812,224,Second,ID4538311615519890726_ID4520811624820150812_1,2015,89.79130554,86.27232116,79.89929199,75.78255663,3.565371275,3.236322936,2.415207863,2.157818255,Low
ID4520811624820150812,224,Second,ID4515511602719940802_ID4520811624820150812_1,2015,86.98136902,83.25677578,77.54406738,70.67520773,3.565371275,2.774553647,2.394150257,1.814290771,Mixed
OR4428411896120150812,224,Second,OR4431911871819960726_OR4428411896120150812_1,2015,89.83229065,86.64860579,79.85092163,76.96730635,2.928171158,2.715781479,1.896337867,1.713690265,Mixed
MT4784711358920150812,224,Second,MT4783711353820000813_MT4784711358920150812_1,2015,74.20840454,72.08117055,65.1252594,62.95070063,2.237188816,2.104330167,1.442321897,1.365069144,Mixed
ID4520811624820150812,224,Second,ID4545011614520010805_ID4520811624820150812_1,2015,89.79130554,88.50786212,79.89929199,77.76316802,3.535521746,3.359309464,2.415207863,2.188829092,Low
MT4784711358920150812,224,Second,MT4780811332820030806_MT4784711358920150812_1,2015,74.9431839,73.87742138,63.95904541,63.08348968,2.381373644,2.152205488,1.536800861,1.359726214,High
ID4610011544620150814,226,Second,ID4610111549719910924_ID4610011544620150814_1,2015,85.33870697,82.66706112,76.4437561,74.73804357,3.686525106,3.331447349,2.17091918,2.010516544,Mixed
CA4034312338320150731,211,First,CA4034312338320150731_CA3966012280920200817_1,2015,77.07512665,75.00692473,67.63412476,65.67932077,3.808429718,3.351376909,2.01505518,1.797789983,Low
OR4292412304820150730,211,Second,OR4291712307519870715_OR4292412304820150730_1,2015,78.21022034,76.83441336,71.34597778,69.64883643,3.866108179,3.668788655,2.135511398,1.995518858,Low
CA4049212319820150803,211,Second,CA4048312320019870830_CA4049212319820150803_1,2015,78.62931061,74.6743043,69.31867981,64.30865613,3.907658577,3.682962493,2.149115324,2.058844259,Low
ID4606811540520150815,227,Second,ID4599911526820030715_ID4606811540520150815_1,2015,83.74365234,81.80937341,72.59228516,70.0920105,3.277047157,3.013341325,2.070018053,1.878347064,Mixed
OR4431411958420150629,180,Second,OR4433311962820020713_OR4431411958420150629_1,2015,79.41602325,77.82766935,65.74402618,64.24200781,3.483837605,3.125709748,2.133684397,1.929505936,Low
WA4822612066620150629,180,Second,WA4811112069920060706_WA4822612066620150629_1,2015,70.78305817,69.09605279,62.3585968,60.20099635,2.259169102,2.0572051,1.225713015,1.082435114,Mixed
WA4822612066620150629,180,Second,WA4814412059320070805_WA4822612066620150629_1,2015,79.41524506,74.43116072,72.12828827,66.42446386,3.689309835,2.892885194,2.238581657,1.762248704,Low
CA4068012335620150731,212,Second,CA4065812346619870830_CA4068012335620150731_1,2015,83.68263245,80.49983287,74.6936264,70.94186702,4.48357439,4.171619694,2.364928722,2.202600812,Low
CA4064212358620150731,212,Second,CA4057812346719870830_CA4064212358620150731_1,2015,81.56317902,80.6955985,71.9489212,71.44812844,4.284956455,4.072270392,2.405315399,2.293731947,Low
CA4068012335620150731,212,Second,CA4065412339719870830_CA4068012335620150731_1,2015,83.98597717,82.18814846,74.93075562,72.7607228,4.00943327,3.911228734,2.234675884,2.135705217,Low
CA4091312343720150731,212,Second,CA4083712326320080621_CA4091312343720150731_1,2015,85.42243195,83.55603311,76.89653015,74.91354763,4.075354576,3.511005856,2.308639288,1.898933617,Low
CA4091312343720150731,212,Second,CA4104812343519990823_CA4091312343720150731_1,2015,85.14044189,82.51220238,75.93587494,73.6146158,4.237513065,3.832165206,2.413334608,2.092106224,Low
ID4560811517420150724,205,Second,ID4557911514619880813_ID4560811517420150724_1,2015,65.266716,62.35946104,47.51597977,44.41098203,2.829544306,2.428820399,1.582880378,1.268170333,Low
ID4549311517620150809,221,Second,ID4540111516420000731_ID4549311517620150809_1,2015,73.1187973,69.61401503,56.21669769,52.75644562,2.841529608,2.227891516,1.805819988,1.310823449,High
OR4236212410720150802,214,Second,OR4244112390420020713_OR4236212410720150802_1,2015,79.48103333,76.44344314,71.71690369,67.9268701,3.767136574,3.494386452,1.95584929,1.76561014,Low
OR4458511775220150810,222,Second,OR4454311774919860802_OR4458511775220150810_1,2015,88.10162354,85.90581922,78.07555389,76.41070181,3.256046772,3.191417489,2.022770882,1.969458876,Low
OR4458511775220150810,222,Second,OR4459011778619890726_OR4458511775220150810_1,2015,88.10162354,85.92866159,78.07555389,75.92988912,3.256046772,2.929142381,2.020908594,1.8080247,Low
WA4613412137420150811,222,Second,WA4611412144620080712_WA4613412137420150811_1,2015,82.6657486,80.3243972,72.60803986,69.02408646,2.895435095,2.631448549,1.472720027,1.28980891,Mixed
WA4875611846220150811,223,Second,WA4879411848120010813_WA4875611846220150811_1,2015,78.14639282,76.81200668,70.6827774,68.84248724,2.867736578,2.754065065,1.673416376,1.568062782,Mixed
CA4162312355820160607,159,Second,CA4162512353920010915_CA4162312355820160607_1,2016,68,60.83102869,57.32258224,49.63647982,3,2.445981219,1.725483894,1.336568536,Low
ID4395011576220160718,200,Second,ID4409211552419890726_ID4395011576220160718_1,2016,85,83.23151191,73.38710022,72.23280091,2.569999933,2.446266512,1.799354792,1.673100849,Low
ID4395011576220160718,200,Second,ID4409211552419890726_ID4395011576220160718_2,2016,81,78.80555026,69.5806427,68.10058171,2.529999971,2.467885965,1.700967789,1.674579127,Low
WY4496811035620160813,226,Second,WY4509511033019880815_WY4496811035620160813_1,2016,74,72.85196556,63.67741776,62.28517316,1.970000029,1.804231414,1.404838681,1.258870675,High
OR4440811838320160731,213,Second,OR4434811827719890728_OR4440811838320160731_1,2016,84,82.09543154,74.67742157,73.03034729,2.470000029,2.38159754,1.722903252,1.651809573,Low
OR4440811838320160731,213,Second,OR4428811829120020712_OR4440811838320160731_1,2016,84,82.68382584,74.90322876,73.66927294,2.5599999429999998,2.421283207,1.761290312,1.665713346,Low
WY4474311097820160809,222,Second,WY4470811082119880722_WY4474311097820160809_1,2016,76,65.28816238,68.22580719,58.85642125,1.919999957,1.836604746,1.450967789,1.385708065,High
WY4402111078620160725,207,Second,WY4408111047019880820_WY4402111078620160725_1,2016,73,68.1333441,61.64516068,57.21180381,1.919999957,1.796799364,1.334838748,1.25579025,High
CA4178612347520170812,224,Second,CA4175612352619870830_CA4178612347520170812_1,2017,81,78.31653362,76.45161438,72.57674549,3.839999914,3.644398751,2.517096758,2.240484482,Low
CA4178612347520170812,224,Second,CA4162312361019940722_CA4178612347520170812_1,2017,79,74.32501584,74.19355011,68.91046668,3.779999971,3.230717786,2.319999933,1.95971859,Low
OR4330612262220170812,224,Second,OR4335612252819960813_OR4330612262220170812_1,2017,73,71.08071632,65.29032135,63.25561853,3.50999999,3.415391124,1.873870969,1.793101495,Mixed
CA4143512316220170626,177,Second,CA4136312315119940919_CA4143512316220170626_1,2017,71,70.28178825,59.35483932,58.3834289,3.220000029,2.997162183,1.880322576,1.746139926,Low
CA4143512316220170626,177,Second,CA4141412317720060723_CA4143512316220170626_1,2017,66,65.95941944,54.48387146,53.75442305,2.609999895,2.559253776,1.478387117,1.432891629,Low
CA4143512316220170626,177,Second,CA4134912330820080620_CA4143512316220170626_1,2017,71,64.85681612,59.16128922,52.04741809,3.220000029,2.501918899,1.880322576,1.373771642,Low
OR4229712395420170712,193,Second,OR4244112390420020713_OR4229712395420170712_1,2017,65,56.77203522,62.51612854,51.16219667,2.210000038,1.934162442,1.751290321,1.402604909,Low
ID4624611454720170813,225,Second,ID4624611454319880814_ID4624611454720170813_1,2017,74,71.67881609,65.32257843,64.3922346,1.889999986,1.85467765,1.372258067,1.319551201,Mixed
ID4549011522720170729,210,Second,ID4529711522619860811_ID4549011522720170729_1,2017,73,71.95564046,62.54838562,62.01401652,1.799999952,1.754561853,1.488387108,1.439504635,High
ID4549011522720170729,210,Second,ID4527011497119880711_ID4549011522720170729_1,2017,75,73.69889493,65.90322876,63.73926955,1.929999948,1.77506139,1.586129069,1.45030356,High
ID4549011522720170729,210,Second,ID4540111516420000731_ID4549011522720170729_1,2017,75,70.76389661,65.90322876,60.46339874,2.109999895,1.85917973,1.692580581,1.477350619,High
MT4599511358020170714,195,Second,MT4589911360920000731_MT4599511358020170714_1,2017,64,61.61219986,51.96774292,49.93384439,1.929999948,1.776479162,1.399032235,1.303325348,High
WA4811712037720170831,243,Second,WA4816212046320010812_WA4811712037720170831_1,2017,84,79.51877329,77.38710022,72.48947315,2.539999962,1.968682741,1.590967774,1.148463119,Low
CA4077112312420170831,243,Second,CA4071412316220080621_CA4077112312420170831_1,2017,87,85.04448058,74.54838562,72.37731731,3.779999971,3.616765023,2.653548479,2.462952195,Low
OR4470812185620170724,204,First,OR4470812185620170724_OR4472312167920200817_1,2017,67,65.28653908,53.45161438,49.97125532,2.6500000950000002,2.352259287,1.409354806,1.251613093,Mixed
WA4885512041420170723,204,Second,WA4889812049420020817_WA4885512041420170723_1,2017,68,65.21531871,59.51612854,55.49352439,1.809999943,1.695091288,1.09645164,0.955698121,Mixed
WA4885512041420170723,204,Second,WA4896412045520020817_WA4885512041420170723_1,2017,66,64.11191451,56.67741776,54.99708685,1.700000048,1.650130095,0.946129024,0.931938147,Mixed
WA4885512041420170723,204,Second,WA4897812059620060822_WA4885512041420170723_1,2017,64,60.37030475,55.16128922,51.6397413,1.769999981,1.671656059,0.97096771,0.936642398,Low
MT4795711307120170816,228,Second,MT4797011293420070628_MT4795711307120170816_1,2017,72,69.24605255,62.51612854,58.97849728,1.75,1.721927969,1.051290274,1.041589332,High
MT4795711307120170816,228,Second,MT4797011293420070628_MT4795711307120170816_2,2017,70,67.82476044,58.48387146,56.08522148,1.929999948,1.814837261,1.085161328,1.045934195,High
OR4447912049720170909,252,Second,OR4447912051520000823_OR4447912049720170909_1,2017,85,83.49173926,64.25806427,62.5305576,3.0999999049999998,2.93942012,1.435161233,1.34346509,Low
MT4726811348520170724,205,Second,MT4724011275119880625_MT4726811348520170724_1,2017,73,71.54597132,63.58064651,61.59436597,2.109999895,1.921558711,1.489677429,1.344190187,Low
MT4726811348520170724,205,Second,MT4729411319620000713_MT4726811348520170724_1,2017,74,71.26412936,64.38710022,62.17498289,1.820000052,1.784139654,1.312903285,1.288439982,Mixed
MT4726811348520170724,205,Second,MT4715911312120000728_MT4726811348520170724_1,2017,72,71.44382621,62.74193573,62.08751838,2.089999914,1.937113913,1.482258081,1.370214228,High
MT4726811348520170724,205,Second,MT4732811325720070716_MT4726811348520170724_1,2017,74,71.06779935,64.38710022,62.04613084,1.929999948,1.810207459,1.401612878,1.321512585,High
MT4726811348520170724,205,Second,MT4724611327520010913_MT4726811348520170724_1,2017,75,73.52608161,65.80644989,64.46797528,1.830000043,1.767893862,1.349354863,1.290782431,Mixed
ID4554811595020170801,213,Second,ID4550511588320060816_ID4554811595020170801_1,2017,81,76.93839832,71.51612854,66.64022738,2.470000029,2.105336692,1.96161294,1.654954705,Low
OR4279812231820170725,206,Second,OR4277912225220080816_OR4279812231820170725_1,2017,71,69.03143356,60.16128922,57.34664163,2.75999999,2.488123213,1.554838657,1.414153784,Low
CA4145212338020170811,222,Second,CA4154112338120080722_CA4145212338020170811_1,2017,79,76.46812696,75.32257843,71.52172652,4.28000021,3.760993831,2.721935511,2.26900867,Low
ID4638111450920170710,191,Second,ID4637411451920070718_ID4638111450920170710_1,2017,65,62.60205686,50.41935349,47.62976684,2.079999924,1.944494029,1.449354887,1.331863298,High
CA4198012316420170811,223,Second,CA4189812322019870830_CA4198012316420170811_1,2017,81,75.26102935,73.70967865,67.19942005,3.970000029,3.432771552,2.402903318,1.926800119,Low
OR4400312257520170811,223,Second,OR4399212254720030713_OR4400312257520170811_1,2017,55,53.55151024,47.90322495,46.51162427,2.960000038,2.896826921,1.433548331,1.406448702,High
OR4425712174320170811,223,Second,OR4427112168020060723_OR4425712174320170811_1,2017,72,70.5882785,61.70967865,60.10914719,2.619999886,2.237247223,1.77838707,1.419040171,Mixed
CA3924012311020180727,208,Second,CA3931912270720120707_CA3924012311020180727_1,2018,92,91.13452782,87.74193573,87.06532055,4.3699998859999996,4.047454196,3.362257957,3.027974555,Low
CA3924012311020180727,208,Second,CA3935312277119870901_CA3924012311020180727_1,2018,92,89.35132472,87.12903595,84.34834611,3.9800000190000002,3.509903115,3.022258043,2.614104307,Low
CA3924012311020180727,208,Second,CA3920212274419960811_CA3924012311020180727_1,2018,92,90.53587574,88.03225708,86.23415549,4.349999905,4.069578331,3.267419338,2.959175011,Low
CA3924012311020180727,208,Second,CA3939912270520010808_CA3924012311020180727_1,2018,92,90.04578126,87.35483551,85.31802366,4.329999924,3.518542664,3.22161293,2.610399505,Low
CA3924012311020180727,208,Second,CA3950412282120030903_CA3924012311020180727_1,2018,91,86.41092883,85.54838562,80.82557428,3.5999999049999998,3.574629747,2.64483881,2.633426744,Low
WA4785112054920180728,209,Second,WA4781512037419940724_WA4785112054920180728_1,2018,81,77.87251786,74.96774292,70.81731273,3.200000048,2.669793204,2.098064423,1.679538873,Low
OR4252812357120180715,196,Second,OR4253012367719870831_OR4252812357120180715_1,2018,75,73.43130703,67.32257843,64.33956884,3.069999933,2.873106566,2.148387194,2.002747612,Low
OR4252812357120180715,196,Second,OR4245612363620140913_OR4252812357120180715_1,2018,77,75.39050353,68.61289978,66.39397613,2.99000001,2.876333974,2.133225918,2.037007968,Low
CA4065012263020180723,204,Second,CA4084112245519990823_CA4065012263020180723_1,2018,93,91.83502524,87.35483551,86.75344394,4.800000191,4.664357974,3.438387156,3.365401364,Low
CA4065012263020180723,204,Second,CA4078612244619990823_CA4065012263020180723_1,2018,94,92.14165379,89.35483551,87.22558517,5.269999981,4.629508762,3.727741957,3.357216297,Low
CA4065012263020180723,204,Second,CA4083812250819990908_CA4065012263020180723_1,2018,93,91.74347639,87.32257843,86.38989247,4.610000134,4.186527227,3.310645103,3.027008126,Low
CA4065012263020180723,204,Second,CA4074012270320040814_CA4065012263020180723_1,2018,93,91.63777196,88.22580719,86.01062421,4.78000021,4.099368546,3.372903347,2.963415979,Low
CA4065012263020180723,204,Second,CA4054612266320080621_CA4065012263020180723_1,2018,95,92.01697287,90,86.24381674,5.570000172,3.942150734,3.762258053,2.832072628,Low
CA4065012263020180723,204,Second,CA4069812251020080622_CA4065012263020180723_1,2018,96,93.57938775,91.64516449,88.15152137,5.800000191,4.481360234,3.918709755,3.216310423,Low
OR4282612280720180716,197,Second,OR4277812272720020713_OR4282612280720180716_1,2018,75,71.28269106,65.35483551,60.9849701,2.880000114,2.579116196,2.113548279,1.876996738,Low
OR4237012386020180716,197,Second,OR4244112390420020713_OR4237012386020180716_1,2018,74,71.33281632,66.64516449,63.6156919,3.299999952,2.752183583,2.209354877,1.891918316,Low
OR4237012386020180716,197,Second,OR4244112390420020713_OR4237012386020180716_2,2018,74,67.64109411,65.87096405,57.49149576,3.029999971,2.439844884,2.087096691,1.648734457,Low
OR4237012386020180716,197,Second,OR4244112390420020713_OR4237012386020180716_3,2018,77,73.64697904,68.90322876,65.474874,3.2699999809999998,2.909139438,2.318064451,2.068901389,Low
OR4237012386020180716,197,Second,OR4242312371620100813_OR4237012386020180716_1,2018,77,75.12845195,69.03225708,67.16012885,2.99000001,2.905149131,2.140645266,2.097826225,Low
MT4864311391620180811,223,Second,MT4856111405520030723_MT4864311391620180811_1,2018,71,69.75722431,63.77419281,62.35550439,2.859999895,2.665075125,1.57709682,1.395369588,High
OR4292012329520190725,206,Second,OR4288312327419870830_OR4292012329520190725_1,2019,68,66.91258265,62.19355011,61.41588821,2.619999886,2.521962151,1.914516091,1.83516882,Low
ID4451711501920190710,191,Second,ID4444511516620120727_ID4451711501920190710_1,2019,73,72.20341934,62.64516068,61.878507,1.899999976,1.803893985,1.123548388,1.0595555,Mixed
CA4119412345820200727,209,Second,CA4119312328919870830_CA4119412345820200727_1,2020,76,74.38717871,71.48387146,69.19480483,3.319999933,3.030526547,2.563870907,2.284289797,Low
CA4119412345820200727,209,Second,CA4095112320220060902_CA4119412345820200727_1,2020,71,69.91800045,63.87096786,62.66565753,3.079999924,2.721364212,2.187419415,1.917981946,Low
CA4119412345820200727,209,Second,CA4104812343519990823_CA4119412345820200727_1,2020,74,68.66608399,67.38710022,61.78030202,2.910000086,2.392049657,2.008064508,1.676444148,Low
CA4185812335420200908,252,Second,CA4193012339419870830_CA4185812335420200908_1,2020,93,90.86325584,79.16129303,76.40344417,3.460000038,3.316241682,2.023225784,1.898664338,Low
CA4185812335420200908,252,Second,CA4183412334819870830_CA4185812335420200908_1,2020,90,88.66600029,77.09677124,74.235086570000007,3.5999999049999998,3.457196918,2.129677534,2.018180821,Low
CA4185812335420200908,252,Second,CA4199712363419870830_CA4185812335420200908_1,2020,89,84.52682197,73.16129303,68.75474909,3.470000029,3.077754386,1.960322618,1.801927967,Low
CA4185812335420200908,252,Second,CA4199712363419870830_CA4185812335420200908_2,2020,89,88.06668707,73.5806427,72.50831253,3.470000029,3.388691038,1.960322618,1.90928902,Low
OR4257212055720200908,252,Second,OR4259112058820070315_OR4257212055720200908_1,2020,92,90.61894978,82.06451416,80.82578108,3.160000086,3.004399769,1.841290355,1.763832729,Mixed
OR4333412278820200908,252,Second,OR4334712281020090728_OR4333412278820200908_1,2020,85,81.71725629,68.03225708,64.90763592,2.930000067,2.856260478,1.712580681,1.623325755,Mixed
OR4504912206220200908,252,Second,OR4519612218020140914_OR4504912206220200908_1,2020,59,51.90102196,45.12903214,38.00035934,2.210000038,1.876788748,1.016451597,0.809505167,High
OR4472312167920200817,230,Second,OR4473312173020120804_OR4472312167920200817_1,2020,70,67.87063519,62.12903214,60.20446208,2.569999933,2.31867121,1.43258059,1.253813118,Mixed
CA3966012280920200817,230,Second,CA3986612313320120818_CA3966012280920200817_1,2020,86,83.79937155,78.64516449,76.54925563,3.450000048,3.072313866,2.310322523,2.021595511,Low
CA3966012280920200817,230,Second,CA3986612313320120818_CA3966012280920200817_2,2020,85,83.37834336,78.5806427,76.58753565,3.839999914,3.138727739,2.514193535,2.022269125,Low
CA3966012280920200817,230,Second,CA3954212303919870831_CA3966012280920200817_1,2020,90,83.58515616,84.45161438,78.30466154,3.960000038,3.435881968,2.667096853,2.333232105,Low
CA3966012280920200817,230,Second,CA4009212322519870831_CA3966012280920200817_1,2020,85,83.25265609,78.16129303,76.0768402,3.579999924,3.187844243,2.363548279,2.150195641,Low
CA3966012280920200817,230,Second,CA4040412333919870830_CA3966012280920200817_1,2020,79,76.62238448,69.45161438,67.37027048,3.0999999049999998,2.919636836,2.146451712,2.027916327,Low
CA3966012280920200817,230,Second,CA4018412304519880928_CA3966012280920200817_1,2020,80,76.51931879,73.38710022,68.85598856,2.7699999809999998,2.65844282,1.866129041,1.795211286,Low
CA3966012280920200817,230,Second,CA3979312286719900809_CA3966012280920200817_1,2020,85,82.64501543,79.32257843,77.60024031,3.180000067,3.048565769,2.121290207,2.046618293,Low
CA3966012280920200817,230,Second,CA3963412282820030928_CA3966012280920200817_1,2020,85,83.43044327,79.38710022,77.53260881,2.970000029,2.783541598,2.045483828,1.918752441,Low
OR4472312167920200817,230,Second,OR4451112177120030819_OR4472312167920200817_1,2020,71,64.34300036,63.03225708,55.31211632,2.75,2.140882268,1.553870916,1.165509803,Mixed
CA3966012280920200817,230,Second,CA3966212292720060724_CA3966012280920200817_1,2020,84,82.31474439,78.96774292,77.36700985,3.140000105,2.906481046,2.081290245,1.940994067,Low
OR4472312167920200817,230,Second,OR4468212159620070712_OR4472312167920200817_1,2020,70,68.71340655,62.12903214,60.38078567,2.619999886,2.429296832,1.476774216,1.350776269,Mixed
CA3966012280920200817,230,Second,CA4009612297920080621_CA3966012280920200817_1,2020,84,81.58053897,78.67742157,75.16230025,3.049999952,2.5611977,2.153548479,1.754789006,Low
CA3966012280920200817,230,Second,CA4018512311920080621_CA3966012280920200817_1,2020,80,75.01679956,71.83870697,67.35465899,2.829999924,2.767081925,1.889677405,1.870531506,Low
CA3966012280920200817,230,Second,CA4034312338320150731_CA3966012280920200817_1,2020,79,76.27211741,69.45161438,67.35080082,3.0999999049999998,2.771118107,2.14451623,1.922020334,Low
OR4472312167920200817,230,Second,OR4470812185620170724_OR4472312167920200817_1,2020,58,57.1653204,49.32258224,48.49053224,2.609999895,2.316456736,1.179677486,1.052846661,Mixed
ID4524811543720200826,239,Second,ID4521611552119940811_ID4524811543720200826_1,2020,72,65.14893676,65.09677124,58.7470731,2.869999886,1.976305809,1.832903266,1.241309915,Mixed
ID4478611547620200826,239,Second,ID4475011554820070717_ID4478611547620200826_1,2020,76,71.80357796,71,66.04084948,2.039999962,1.880467667,1.353225827,1.22382617,Mixed
